,country,year,sex,age,suicides_no,population
3665,Bahamas,2010,female,75+ years,0.0,5772.0
3666,Bahamas,2010,male,15-24 years,1.0,31968.0
3667,Bahamas,2010,male,25-34 years,0.0,28398.0
3668,Bahamas,2010,male,35-54 years,3.0,50326.0
3669,Bahamas,2010,male,5-14 years,0.0,27620.0
3670,Bahamas,2010,male,55-74 years,1.0,21188.0
3671,Bahamas,2010,male,75+ years,1.0,3090.0
3672,Bahamas,2011,female,15-24 years,0.0,32120.0
3673,Bahamas,2011,female,25-34 years,1.0,29138.0
3674,Bahamas,2011,female,35-54 years,0.0,53821.0
3675,Bahamas,2011,female,5-14 years,0.0,26108.0
3676,Bahamas,2011,female,55-74 years,0.0,26262.0
3677,Bahamas,2011,female,75+ years,0.0,6106.0
3678,Bahamas,2011,male,15-24 years,1.0,32343.0
3679,Bahamas,2011,male,25-34 years,0.0,28997.0
3680,Bahamas,2011,male,35-54 years,1.0,50932.0
3681,Bahamas,2011,male,5-14 years,0.0,27054.0
3682,Bahamas,2011,male,55-74 years,1.0,22178.0
3683,Bahamas,2011,male,75+ years,0.0,3324.0
3684,Bahamas,2012,female,15-24 years,0.0,32430.0
3685,Bahamas,2012,female,25-34 years,0.0,29909.0
3686,Bahamas,2012,female,35-54 years,1.0,54245.0
3687,Bahamas,2012,female,5-14 years,0.0,25670.0
3688,Bahamas,2012,female,55-74 years,0.0,27444.0
3689,Bahamas,2012,female,75+ years,0.0,6463.0
3690,Bahamas,2012,male,15-24 years,2.0,32716.0
3691,Bahamas,2012,male,25-34 years,0.0,29740.0
3692,Bahamas,2012,male,35-54 years,2.0,51466.0
3693,Bahamas,2012,male,5-14 years,0.0,26675.0
3694,Bahamas,2012,male,55-74 years,0.0,23216.0
3695,Bahamas,2012,male,75+ years,0.0,3584.0
3696,Bahamas,2013,female,15-24 years,0.0,32613.0
3697,Bahamas,2013,female,25-34 years,0.0,30751.0
3698,Bahamas,2013,female,35-54 years,1.0,54567.0
3699,Bahamas,2013,female,5-14 years,0.0,25435.0
3700,Bahamas,2013,female,55-74 years,0.0,28689.0
3701,Bahamas,2013,female,75+ years,0.0,6828.0
3702,Bahamas,2013,male,15-24 years,0.0,32971.0
3703,Bahamas,2013,male,25-34 years,0.0,30545.0
3704,Bahamas,2013,male,35-54 years,2.0,51912.0
3705,Bahamas,2013,male,5-14 years,0.0,26496.0
3706,Bahamas,2013,male,55-74 years,2.0,24298.0
3707,Bahamas,2013,male,75+ years,0.0,3854.0
3780,Bahrain,2000,female,15-24 years,0.0,50968.0
3781,Bahrain,2000,female,25-34 years,1.0,53263.0
3782,Bahrain,2000,female,35-54 years,0.0,64617.0
3783,Bahrain,2000,female,5-14 years,0.0,60791.0
3784,Bahrain,2000,female,55-74 years,0.0,15556.0
3785,Bahrain,2000,female,75+ years,0.0,2394.0
3786,Bahrain,2000,male,15-24 years,2.0,59208.0
3787,Bahrain,2000,male,25-34 years,16.0,86231.0
3788,Bahrain,2000,male,35-54 years,10.0,112060.0
3789,Bahrain,2000,male,5-14 years,0.0,65512.0
3790,Bahrain,2000,male,55-74 years,0.0,17346.0
3791,Bahrain,2000,male,75+ years,0.0,2648.0
3792,Bahrain,2001,female,15-24 years,1.0,54497.0
3793,Bahrain,2001,female,25-34 years,1.0,55961.0
3794,Bahrain,2001,female,35-54 years,1.0,67856.0
3795,Bahrain,2001,female,5-14 years,0.0,62316.0
3796,Bahrain,2001,female,55-74 years,0.0,15791.0
3797,Bahrain,2001,female,75+ years,0.0,2544.0
3798,Bahrain,2001,male,15-24 years,2.0,68309.0
3799,Bahrain,2001,male,25-34 years,8.0,90920.0
3800,Bahrain,2001,male,35-54 years,8.0,118151.0
3801,Bahrain,2001,male,5-14 years,1.0,67127.0
3802,Bahrain,2001,male,55-74 years,1.0,17917.0
3803,Bahrain,2001,male,75+ years,0.0,2694.0
3804,Bahrain,2002,female,15-24 years,2.0,57599.0
3805,Bahrain,2002,female,25-34 years,1.0,59350.0
3806,Bahrain,2002,female,35-54 years,4.0,71376.0
3807,Bahrain,2002,female,5-14 years,0.0,63714.0
3808,Bahrain,2002,female,55-74 years,0.0,16006.0
3809,Bahrain,2002,female,75+ years,0.0,2738.0
3810,Bahrain,2002,male,15-24 years,2.0,76442.0
3811,Bahrain,2002,male,25-34 years,7.0,97288.0
3812,Bahrain,2002,male,35-54 years,9.0,126500.0
3813,Bahrain,2002,male,5-14 years,0.0,68596.0
3814,Bahrain,2002,male,55-74 years,0.0,18646.0
3815,Bahrain,2002,male,75+ years,0.0,2755.0
3816,Bahrain,2003,female,15-24 years,0.0,60298.0
3817,Bahrain,2003,female,25-34 years,5.0,63380.0
3818,Bahrain,2003,female,35-54 years,0.0,75430.0
3819,Bahrain,2003,female,5-14 years,0.0,65298.0
3820,Bahrain,2003,female,55-74 years,0.0,16343.0
3821,Bahrain,2003,female,75+ years,0.0,2946.0
3822,Bahrain,2003,male,15-24 years,3.0,83143.0
3823,Bahrain,2003,male,25-34 years,9.0,105799.0
3824,Bahrain,2003,male,35-54 years,17.0,137287.0
3825,Bahrain,2003,male,5-14 years,0.0,70584.0
3826,Bahrain,2003,male,55-74 years,0.0,19574.0
3827,Bahrain,2003,male,75+ years,0.0,2831.0
3828,Bahrain,2004,female,15-24 years,1.0,62699.0
3829,Bahrain,2004,female,25-34 years,3.0,68052.0
3830,Bahrain,2004,female,35-54 years,3.0,80288.0
3831,Bahrain,2004,female,5-14 years,0.0,67313.0
3832,Bahrain,2004,female,55-74 years,0.0,16975.0
3833,Bahrain,2004,female,75+ years,0.0,3126.0
3834,Bahrain,2004,male,15-24 years,2.0,88431.0
3835,Bahrain,2004,male,25-34 years,19.0,116777.0
3836,Bahrain,2004,male,35-54 years,10.0,150835.0
3837,Bahrain,2004,male,5-14 years,0.0,73422.0
3838,Bahrain,2004,male,55-74 years,4.0,20717.0
3839,Bahrain,2004,male,75+ years,0.0,2924.0
3840,Bahrain,2005,female,15-24 years,2.0,64792.0
3841,Bahrain,2005,female,25-34 years,3.0,73758.0
3842,Bahrain,2005,female,35-54 years,2.0,92102.0
3843,Bahrain,2005,female,5-14 years,0.0,66362.0
3844,Bahrain,2005,female,55-74 years,0.0,19983.0
3845,Bahrain,2005,female,75+ years,0.0,4389.0
3846,Bahrain,2005,male,15-24 years,4.0,79928.0
3847,Bahrain,2005,male,25-34 years,15.0,142375.0
3848,Bahrain,2005,male,35-54 years,14.0,174785.0
3849,Bahrain,2005,male,5-14 years,0.0,69742.0
3850,Bahrain,2005,male,55-74 years,2.0,27261.0
3851,Bahrain,2005,male,75+ years,0.0,4063.0
3852,Bahrain,2006,female,15-24 years,3.0,69020.0
3853,Bahrain,2006,female,25-34 years,5.0,80271.0
3854,Bahrain,2006,female,35-54 years,3.0,100668.0
3855,Bahrain,2006,female,5-14 years,0.0,68590.0
3856,Bahrain,2006,female,55-74 years,0.0,21363.0
3857,Bahrain,2006,female,75+ years,0.0,4915.0
3858,Bahrain,2006,male,15-24 years,1.0,86090.0
3859,Bahrain,2006,male,25-34 years,12.0,158656.0
3860,Bahrain,2006,male,35-54 years,3.0,192597.0
3861,Bahrain,2006,male,5-14 years,0.0,71974.0
3862,Bahrain,2006,male,55-74 years,1.0,29960.0
3863,Bahrain,2006,male,75+ years,0.0,4439.0
3864,Bahrain,2007,female,15-24 years,1.0,73617.0
3865,Bahrain,2007,female,25-34 years,3.0,87472.0
3866,Bahrain,2007,female,35-54 years,2.0,110173.0
3867,Bahrain,2007,female,5-14 years,0.0,70861.0
3868,Bahrain,2007,female,55-74 years,0.0,22872.0
3869,Bahrain,2007,female,75+ years,0.0,5497.0
3870,Bahrain,2007,male,15-24 years,5.0,92875.0
3871,Bahrain,2007,male,25-34 years,14.0,176938.0
3872,Bahrain,2007,male,35-54 years,13.0,212426.0
3873,Bahrain,2007,male,5-14 years,0.0,74222.0
3874,Bahrain,2007,male,55-74 years,2.0,32965.0
3875,Bahrain,2007,male,75+ years,0.0,4852.0
3876,Bahrain,2008,female,15-24 years,3.0,76246.0
3877,Bahrain,2008,female,25-34 years,2.0,93449.0
3878,Bahrain,2008,female,35-54 years,3.0,115468.0
3879,Bahrain,2008,female,5-14 years,0.0,72955.0
3880,Bahrain,2008,female,55-74 years,0.0,24495.0
3881,Bahrain,2008,female,75+ years,0.0,5191.0
3882,Bahrain,2008,male,15-24 years,0.0,96458.0
3883,Bahrain,2008,male,25-34 years,21.0,196832.0
3884,Bahrain,2008,male,35-54 years,13.0,225866.0
3885,Bahrain,2008,male,5-14 years,0.0,76617.0
3886,Bahrain,2008,male,55-74 years,1.0,35879.0
3887,Bahrain,2008,male,75+ years,0.0,4654.0
3888,Bahrain,2009,female,15-24 years,0.0,80832.0
3889,Bahrain,2009,female,25-34 years,4.0,99580.0
3890,Bahrain,2009,female,35-54 years,2.0,118835.0
3891,Bahrain,2009,female,5-14 years,0.0,75122.0
3892,Bahrain,2009,female,55-74 years,0.0,25915.0
3893,Bahrain,2009,female,75+ years,0.0,4103.0
3894,Bahrain,2009,male,15-24 years,4.0,102256.0
3895,Bahrain,2009,male,25-34 years,9.0,222448.0
3896,Bahrain,2009,male,35-54 years,14.0,242558.0
3897,Bahrain,2009,male,5-14 years,2.0,79180.0
3898,Bahrain,2009,male,55-74 years,1.0,38002.0
3899,Bahrain,2009,male,75+ years,0.0,4091.0
3900,Bahrain,2010,female,15-24 years,1.0,80571.0
3901,Bahrain,2010,female,25-34 years,1.0,104368.0
3902,Bahrain,2010,female,35-54 years,2.0,125709.0
3903,Bahrain,2010,female,5-14 years,0.0,77140.0
3904,Bahrain,2010,female,55-74 years,0.0,27834.0
3905,Bahrain,2010,female,75+ years,0.0,4625.0
3906,Bahrain,2010,male,15-24 years,0.0,103388.0
3907,Bahrain,2010,male,25-34 years,6.0,235591.0
3908,Bahrain,2010,male,35-54 years,8.0,252232.0
3909,Bahrain,2010,male,5-14 years,0.0,81414.0
3910,Bahrain,2010,male,55-74 years,1.0,41999.0
3911,Bahrain,2010,male,75+ years,0.0,4289.0
3912,Bahrain,2011,female,15-24 years,1.0,75788.0
3913,Bahrain,2011,female,25-34 years,2.0,98138.0
3914,Bahrain,2011,female,35-54 years,2.0,123582.0
3915,Bahrain,2011,female,5-14 years,1.0,77270.0
3916,Bahrain,2011,female,55-74 years,0.0,29140.0
3917,Bahrain,2011,female,75+ years,0.0,4742.0
3918,Bahrain,2011,male,15-24 years,3.0,101695.0
3919,Bahrain,2011,male,25-34 years,4.0,220691.0
3920,Bahrain,2011,male,35-54 years,4.0,242955.0
3921,Bahrain,2011,male,5-14 years,0.0,81209.0
3922,Bahrain,2011,male,55-74 years,1.0,43883.0
3923,Bahrain,2011,male,75+ years,0.0,4369.0
3924,Bahrain,2012,female,15-24 years,0.0,81091.0
3925,Bahrain,2012,female,25-34 years,1.0,110796.0
3926,Bahrain,2012,female,35-54 years,0.0,135976.0
3927,Bahrain,2012,female,5-14 years,0.0,81275.0
3928,Bahrain,2012,female,55-74 years,0.0,31641.0
3929,Bahrain,2012,female,75+ years,0.0,4548.0
3930,Bahrain,2012,male,15-24 years,1.0,111603.0
3931,Bahrain,2012,male,25-34 years,11.0,237133.0
3932,Bahrain,2012,male,35-54 years,6.0,268027.0
3933,Bahrain,2012,male,5-14 years,0.0,85538.0
3934,Bahrain,2012,male,55-74 years,0.0,50001.0
3935,Bahrain,2012,male,75+ years,0.0,4149.0
3936,Bahrain,2013,female,15-24 years,0.0,80476.0
3937,Bahrain,2013,female,25-34 years,0.0,112513.0
3938,Bahrain,2013,female,35-54 years,0.0,139352.0
3939,Bahrain,2013,female,5-14 years,0.0,82726.0
3940,Bahrain,2013,female,55-74 years,0.0,33780.0
3941,Bahrain,2013,female,75+ years,0.0,4859.0
3942,Bahrain,2013,male,15-24 years,1.0,110064.0
3943,Bahrain,2013,male,25-34 years,2.0,237632.0
3944,Bahrain,2013,male,35-54 years,2.0,269162.0
3945,Bahrain,2013,male,5-14 years,0.0,86269.0
3946,Bahrain,2013,male,55-74 years,0.0,53308.0
3947,Bahrain,2013,male,75+ years,0.0,4351.0
3948,Bahrain,2014,female,15-24 years,0.0,78926.0
3949,Bahrain,2014,female,25-34 years,1.0,110838.0
3950,Bahrain,2014,female,35-54 years,0.0,139103.0
3951,Bahrain,2014,female,5-14 years,0.0,82452.0
3952,Bahrain,2014,female,55-74 years,0.0,41406.0
3953,Bahrain,2014,female,75+ years,0.0,6154.0
3954,Bahrain,2014,male,15-24 years,4.0,100635.0
3955,Bahrain,2014,male,25-34 years,3.0,237952.0
3956,Bahrain,2014,male,35-54 years,1.0,258922.0
3957,Bahrain,2014,male,5-14 years,0.0,86539.0
3958,Bahrain,2014,male,55-74 years,0.0,64351.0
3959,Bahrain,2014,male,75+ years,0.0,6688.0
4164,Barbados,2000,female,15-24 years,0.0,19594.0
4165,Barbados,2000,female,25-34 years,0.0,21656.0
4166,Barbados,2000,female,35-54 years,2.0,40354.0
4167,Barbados,2000,female,5-14 years,0.0,19999.0
4168,Barbados,2000,female,55-74 years,0.0,20755.0
4169,Barbados,2000,female,75+ years,0.0,8653.0
4170,Barbados,2000,male,15-24 years,1.0,20032.0
4171,Barbados,2000,male,25-34 years,4.0,20974.0
4172,Barbados,2000,male,35-54 years,3.0,37000.0
4173,Barbados,2000,male,5-14 years,0.0,20504.0
4174,Barbados,2000,male,55-74 years,0.0,16361.0
4175,Barbados,2000,male,75+ years,0.0,5251.0
4176,Barbados,2001,female,15-24 years,0.0,19589.0
4177,Barbados,2001,female,25-34 years,0.0,21392.0
4178,Barbados,2001,female,35-54 years,0.0,41070.0
4179,Barbados,2001,female,5-14 years,0.0,19856.0
4180,Barbados,2001,female,55-74 years,0.0,20967.0
4181,Barbados,2001,female,75+ years,0.0,8830.0
4182,Barbados,2001,male,15-24 years,0.0,19949.0
4183,Barbados,2001,male,25-34 years,0.0,20762.0
4184,Barbados,2001,male,35-54 years,1.0,37608.0
4185,Barbados,2001,male,5-14 years,0.0,20312.0
4186,Barbados,2001,male,55-74 years,1.0,16682.0
4187,Barbados,2001,male,75+ years,0.0,5389.0
4188,Barbados,2002,female,15-24 years,0.0,19595.0
4189,Barbados,2002,female,25-34 years,0.0,21133.0
4190,Barbados,2002,female,35-54 years,0.0,41563.0
4191,Barbados,2002,female,5-14 years,0.0,19674.0
4192,Barbados,2002,female,55-74 years,0.0,21258.0
4193,Barbados,2002,female,75+ years,0.0,9003.0
4194,Barbados,2002,male,15-24 years,0.0,19863.0
4195,Barbados,2002,male,25-34 years,0.0,20535.0
4196,Barbados,2002,male,35-54 years,0.0,38009.0
4197,Barbados,2002,male,5-14 years,0.0,20106.0
4198,Barbados,2002,male,55-74 years,0.0,17104.0
4199,Barbados,2002,male,75+ years,0.0,5510.0
4200,Barbados,2003,female,15-24 years,0.0,19594.0
4201,Barbados,2003,female,25-34 years,0.0,20882.0
4202,Barbados,2003,female,35-54 years,0.0,41911.0
4203,Barbados,2003,female,5-14 years,0.0,19479.0
4204,Barbados,2003,female,55-74 years,0.0,21643.0
4205,Barbados,2003,female,75+ years,0.0,9139.0
4206,Barbados,2003,male,15-24 years,0.0,19769.0
4207,Barbados,2003,male,25-34 years,0.0,20309.0
4208,Barbados,2003,male,35-54 years,0.0,38276.0
4209,Barbados,2003,male,5-14 years,0.0,19901.0
4210,Barbados,2003,male,55-74 years,0.0,17621.0
4211,Barbados,2003,male,75+ years,0.0,5598.0
4212,Barbados,2004,female,15-24 years,0.0,19566.0
4213,Barbados,2004,female,25-34 years,0.0,20656.0
4214,Barbados,2004,female,35-54 years,0.0,42213.0
4215,Barbados,2004,female,5-14 years,0.0,19280.0
4216,Barbados,2004,female,55-74 years,0.0,22134.0
4217,Barbados,2004,female,75+ years,0.0,9237.0
4218,Barbados,2004,male,15-24 years,0.0,19657.0
4219,Barbados,2004,male,25-34 years,0.0,20092.0
4220,Barbados,2004,male,35-54 years,3.0,38511.0
4221,Barbados,2004,male,5-14 years,0.0,19715.0
4222,Barbados,2004,male,55-74 years,0.0,18209.0
4223,Barbados,2004,male,75+ years,0.0,5655.0
4224,Barbados,2005,female,15-24 years,0.0,19501.0
4225,Barbados,2005,female,25-34 years,0.0,20457.0
4226,Barbados,2005,female,35-54 years,0.0,42518.0
4227,Barbados,2005,female,5-14 years,0.0,19101.0
4228,Barbados,2005,female,55-74 years,0.0,22723.0
4229,Barbados,2005,female,75+ years,0.0,9297.0
4230,Barbados,2005,male,15-24 years,0.0,19524.0
4231,Barbados,2005,male,25-34 years,0.0,19893.0
4232,Barbados,2005,male,35-54 years,1.0,38767.0
4233,Barbados,2005,male,5-14 years,0.0,19569.0
4234,Barbados,2005,male,55-74 years,0.0,18856.0
4235,Barbados,2005,male,75+ years,0.0,5683.0
4236,Barbados,2006,female,15-24 years,0.0,19383.0
4237,Barbados,2006,female,25-34 years,0.0,20256.0
4238,Barbados,2006,female,35-54 years,0.0,42772.0
4239,Barbados,2006,female,5-14 years,0.0,18922.0
4240,Barbados,2006,female,55-74 years,0.0,23361.0
4241,Barbados,2006,female,75+ years,0.0,9430.0
4242,Barbados,2006,male,15-24 years,0.0,19356.0
4243,Barbados,2006,male,25-34 years,2.0,19677.0
4244,Barbados,2006,male,35-54 years,5.0,38972.0
4245,Barbados,2006,male,5-14 years,0.0,19435.0
4246,Barbados,2006,male,55-74 years,1.0,19527.0
4247,Barbados,2006,male,75+ years,1.0,5792.0
4248,Barbados,2007,female,15-24 years,0.0,19237.0
4249,Barbados,2007,female,25-34 years,0.0,20074.0
4250,Barbados,2007,female,35-54 years,0.0,43042.0
4251,Barbados,2007,female,5-14 years,0.0,18772.0
4252,Barbados,2007,female,55-74 years,0.0,24071.0
4253,Barbados,2007,female,75+ years,0.0,9551.0
4254,Barbados,2007,male,15-24 years,0.0,19188.0
4255,Barbados,2007,male,25-34 years,0.0,19468.0
4256,Barbados,2007,male,35-54 years,0.0,39190.0
4257,Barbados,2007,male,5-14 years,0.0,19359.0
4258,Barbados,2007,male,55-74 years,0.0,20249.0
4259,Barbados,2007,male,75+ years,0.0,5882.0
4260,Barbados,2008,female,15-24 years,0.0,19070.0
4261,Barbados,2008,female,25-34 years,0.0,19912.0
4262,Barbados,2008,female,35-54 years,1.0,43278.0
4263,Barbados,2008,female,5-14 years,0.0,18667.0
4264,Barbados,2008,female,55-74 years,0.0,24852.0
4265,Barbados,2008,female,75+ years,0.0,9658.0
4266,Barbados,2008,male,15-24 years,0.0,19029.0
4267,Barbados,2008,male,25-34 years,0.0,19259.0
4268,Barbados,2008,male,35-54 years,0.0,39368.0
4269,Barbados,2008,male,5-14 years,0.0,19341.0
4270,Barbados,2008,male,55-74 years,0.0,21022.0
4271,Barbados,2008,male,75+ years,0.0,5958.0
4272,Barbados,2009,female,15-24 years,0.0,18898.0
4273,Barbados,2009,female,25-34 years,0.0,19762.0
4274,Barbados,2009,female,35-54 years,0.0,43400.0
4275,Barbados,2009,female,5-14 years,0.0,18606.0
4276,Barbados,2009,female,55-74 years,0.0,25695.0
4277,Barbados,2009,female,75+ years,0.0,9752.0
4278,Barbados,2009,male,15-24 years,0.0,18881.0
4279,Barbados,2009,male,25-34 years,0.0,19044.0
4280,Barbados,2009,male,35-54 years,3.0,39442.0
4281,Barbados,2009,male,5-14 years,0.0,19379.0
4282,Barbados,2009,male,55-74 years,1.0,21837.0
4283,Barbados,2009,male,75+ years,1.0,6022.0
4284,Barbados,2010,female,15-24 years,0.0,18739.0
4285,Barbados,2010,female,25-34 years,0.0,19612.0
4286,Barbados,2010,female,35-54 years,0.0,43369.0
4287,Barbados,2010,female,5-14 years,0.0,18590.0
4288,Barbados,2010,female,55-74 years,0.0,26589.0
4289,Barbados,2010,female,75+ years,0.0,9853.0
4290,Barbados,2010,male,15-24 years,0.0,18747.0
4291,Barbados,2010,male,25-34 years,0.0,18826.0
4292,Barbados,2010,male,35-54 years,3.0,39379.0
4293,Barbados,2010,male,5-14 years,0.0,19462.0
4294,Barbados,2010,male,55-74 years,0.0,22675.0
4295,Barbados,2010,male,75+ years,0.0,6086.0
4296,Barbados,2011,female,15-24 years,0.0,18660.0
4297,Barbados,2011,female,25-34 years,0.0,19511.0
4298,Barbados,2011,female,35-54 years,0.0,43221.0
4299,Barbados,2011,female,5-14 years,0.0,18501.0
4300,Barbados,2011,female,55-74 years,0.0,27506.0
4301,Barbados,2011,female,75+ years,0.0,10011.0
4302,Barbados,2011,male,15-24 years,0.0,18668.0
4303,Barbados,2011,male,25-34 years,0.0,18675.0
4304,Barbados,2011,male,35-54 years,0.0,39290.0
4305,Barbados,2011,male,5-14 years,0.0,19431.0
4306,Barbados,2011,male,55-74 years,0.0,23496.0
4307,Barbados,2011,male,75+ years,0.0,6233.0
4308,Barbados,2012,female,15-24 years,0.0,18575.0
4309,Barbados,2012,female,25-34 years,0.0,19421.0
4310,Barbados,2012,female,35-54 years,0.0,42921.0
4311,Barbados,2012,female,5-14 years,0.0,18436.0
4312,Barbados,2012,female,55-74 years,0.0,28473.0
4313,Barbados,2012,female,75+ years,0.0,10166.0
4314,Barbados,2012,male,15-24 years,0.0,18579.0
4315,Barbados,2012,male,25-34 years,0.0,18523.0
4316,Barbados,2012,male,35-54 years,0.0,39060.0
4317,Barbados,2012,male,5-14 years,0.0,19402.0
4318,Barbados,2012,male,55-74 years,0.0,24339.0
4319,Barbados,2012,male,75+ years,0.0,6375.0
4320,Barbados,2013,female,15-24 years,0.0,18473.0
4321,Barbados,2013,female,25-34 years,0.0,19336.0
4322,Barbados,2013,female,35-54 years,0.0,42518.0
4323,Barbados,2013,female,5-14 years,0.0,18384.0
4324,Barbados,2013,female,55-74 years,0.0,29474.0
4325,Barbados,2013,female,75+ years,0.0,10306.0
4326,Barbados,2013,male,15-24 years,0.0,18497.0
4327,Barbados,2013,male,25-34 years,0.0,18365.0
4328,Barbados,2013,male,35-54 years,0.0,38728.0
4329,Barbados,2013,male,5-14 years,0.0,19376.0
4330,Barbados,2013,male,55-74 years,0.0,25209.0
4331,Barbados,2013,male,75+ years,0.0,6499.0
4548,Belarus,2000,female,15-24 years,36.0,754801.0
4549,Belarus,2000,female,25-34 years,54.0,693860.0
4550,Belarus,2000,female,35-54 years,170.0,1497056.0
4551,Belarus,2000,female,5-14 years,6.0,683020.0
4552,Belarus,2000,female,55-74 years,172.0,1125001.0
4553,Belarus,2000,female,75+ years,67.0,331579.0
4554,Belarus,2000,male,15-24 years,306.0,786483.0
4555,Belarus,2000,male,25-34 years,508.0,688963.0
4556,Belarus,2000,male,35-54 years,1334.0,1403903.0
4557,Belarus,2000,male,5-14 years,20.0,717646.0
