,country,year,sex,age,suicides_no,population
2497,Australia,2007,female,25-34 years,90.0,1460752.0
2498,Australia,2007,female,35-54 years,219.0,3025248.0
2499,Australia,2007,female,5-14 years,4.0,1337384.0
2500,Australia,2007,female,55-74 years,118.0,1911478.0
2501,Australia,2007,female,75+ years,33.0,770691.0
2502,Australia,2007,male,15-24 years,234.0,1515524.0
2503,Australia,2007,male,25-34 years,341.0,1470431.0
2504,Australia,2007,male,35-54 years,687.0,2977977.0
2505,Australia,2007,male,5-14 years,8.0,1408182.0
2506,Australia,2007,male,55-74 years,305.0,1877160.0
2507,Australia,2007,male,75+ years,124.0,539184.0
2508,Australia,2008,female,15-24 years,60.0,1473105.0
2509,Australia,2008,female,25-34 years,90.0,1494968.0
2510,Australia,2008,female,35-54 years,231.0,3066609.0
2511,Australia,2008,female,5-14 years,3.0,1340626.0
2512,Australia,2008,female,55-74 years,97.0,1974752.0
2513,Australia,2008,female,75+ years,27.0,781742.0
2514,Australia,2008,male,15-24 years,228.0,1560974.0
2515,Australia,2008,male,25-34 years,354.0,1512033.0
2516,Australia,2008,male,35-54 years,765.0,3015761.0
2517,Australia,2008,male,5-14 years,8.0,1411650.0
2518,Australia,2008,male,55-74 years,357.0,1935161.0
2519,Australia,2008,male,75+ years,121.0,552931.0
2520,Australia,2009,female,15-24 years,66.0,1506719.0
2521,Australia,2009,female,25-34 years,103.0,1541393.0
2522,Australia,2009,female,35-54 years,221.0,3104929.0
2523,Australia,2009,female,5-14 years,3.0,1345910.0
2524,Australia,2009,female,55-74 years,116.0,2037989.0
2525,Australia,2009,female,75+ years,43.0,792218.0
2526,Australia,2009,male,15-24 years,210.0,1605456.0
2527,Australia,2009,male,25-34 years,336.0,1567118.0
2528,Australia,2009,male,35-54 years,755.0,3051649.0
2529,Australia,2009,male,5-14 years,0.0,1417269.0
2530,Australia,2009,male,55-74 years,349.0,1991883.0
2531,Australia,2009,male,75+ years,135.0,566784.0
2532,Australia,2010,female,15-24 years,80.0,1521652.0
2533,Australia,2010,female,25-34 years,94.0,1579905.0
2534,Australia,2010,female,35-54 years,228.0,3132534.0
2535,Australia,2010,female,5-14 years,4.0,1348336.0
2536,Australia,2010,female,55-74 years,104.0,2103428.0
2537,Australia,2010,female,75+ years,43.0,805401.0
2538,Australia,2010,male,15-24 years,222.0,1618860.0
2539,Australia,2010,male,25-34 years,311.0,1606526.0
2540,Australia,2010,male,35-54 years,816.0,3076853.0
2541,Australia,2010,male,5-14 years,7.0,1420846.0
2542,Australia,2010,male,55-74 years,360.0,2051197.0
2543,Australia,2010,male,75+ years,151.0,582009.0
2544,Australia,2011,female,15-24 years,93.0,1495053.0
2545,Australia,2011,female,25-34 years,85.0,1584036.0
2546,Australia,2011,female,35-54 years,230.0,3124328.0
2547,Australia,2011,female,5-14 years,9.0,1351751.0
2548,Australia,2011,female,55-74 years,118.0,2139108.0
2549,Australia,2011,female,75+ years,45.0,817927.0
2550,Australia,2011,male,15-24 years,242.0,1570069.0
2551,Australia,2011,male,25-34 years,347.0,1610295.0
2552,Australia,2011,male,35-54 years,704.0,3072726.0
2553,Australia,2011,male,5-14 years,7.0,1423748.0
2554,Australia,2011,male,55-74 years,366.0,2104816.0
2555,Australia,2011,male,75+ years,146.0,588053.0
2556,Australia,2012,female,15-24 years,109.0,1503934.0
2557,Australia,2012,female,25-34 years,98.0,1630077.0
2558,Australia,2012,female,35-54 years,258.0,3149749.0
2559,Australia,2012,female,5-14 years,10.0,1368580.0
2560,Australia,2012,female,55-74 years,123.0,2206179.0
2561,Australia,2012,female,75+ years,52.0,832122.0
2562,Australia,2012,male,15-24 years,217.0,1579672.0
2563,Australia,2012,male,25-34 years,351.0,1657638.0
2564,Australia,2012,male,35-54 years,802.0,3098534.0
2565,Australia,2012,male,5-14 years,6.0,1442602.0
2566,Australia,2012,male,55-74 years,396.0,2162980.0
2567,Australia,2012,male,75+ years,158.0,606842.0
2568,Australia,2013,female,15-24 years,95.0,1512779.0
2569,Australia,2013,female,25-34 years,95.0,1676648.0
2570,Australia,2013,female,35-54 years,275.0,3171477.0
2571,Australia,2013,female,5-14 years,6.0,1389383.0
2572,Australia,2013,female,55-74 years,145.0,2276104.0
2573,Australia,2013,female,75+ years,48.0,847577.0
2574,Australia,2013,male,15-24 years,267.0,1591539.0
2575,Australia,2013,male,25-34 years,329.0,1702401.0
2576,Australia,2013,male,35-54 years,754.0,3118829.0
2577,Australia,2013,male,5-14 years,16.0,1464302.0
2578,Australia,2013,male,55-74 years,418.0,2221866.0
2579,Australia,2013,male,75+ years,160.0,627275.0
2580,Australia,2014,female,15-24 years,96.0,1520955.0
2581,Australia,2014,female,25-34 years,119.0,1716803.0
2582,Australia,2014,female,35-54 years,277.0,3189475.0
2583,Australia,2014,female,5-14 years,15.0,1408758.0
2584,Australia,2014,female,55-74 years,157.0,2344644.0
2585,Australia,2014,female,75+ years,45.0,865915.0
2586,Australia,2014,male,15-24 years,271.0,1604935.0
2587,Australia,2014,male,25-34 years,404.0,1730968.0
2588,Australia,2014,male,35-54 years,866.0,3130341.0
2589,Australia,2014,male,5-14 years,6.0,1485754.0
2590,Australia,2014,male,55-74 years,471.0,2279114.0
2591,Australia,2014,male,75+ years,164.0,649925.0
2592,Australia,2015,female,15-24 years,110.0,1526305.0
2593,Australia,2015,female,25-34 years,119.0,1747715.0
2594,Australia,2015,female,35-54 years,294.0,3203643.0
2595,Australia,2015,female,5-14 years,8.0,1428159.0
2596,Australia,2015,female,55-74 years,152.0,2411343.0
2597,Australia,2015,female,75+ years,52.0,884347.0
2598,Australia,2015,male,15-24 years,281.0,1608990.0
2599,Australia,2015,male,25-34 years,423.0,1762265.0
2600,Australia,2015,male,35-54 years,944.0,3149299.0
2601,Australia,2015,male,5-14 years,6.0,1507502.0
2602,Australia,2015,male,55-74 years,457.0,2337430.0
2603,Australia,2015,male,75+ years,181.0,673787.0
2856,Austria,2000,female,15-24 years,27.0,469025.0
2857,Austria,2000,female,25-34 years,34.0,617481.0
2858,Austria,2000,female,35-54 years,132.0,1149412.0
2859,Austria,2000,female,5-14 years,4.0,461175.0
2860,Austria,2000,female,55-74 years,143.0,840225.0
2861,Austria,2000,female,75+ years,92.0,394864.0
2862,Austria,2000,male,15-24 years,106.0,485710.0
2863,Austria,2000,male,25-34 years,149.0,622975.0
2864,Austria,2000,male,35-54 years,383.0,1163122.0
2865,Austria,2000,male,5-14 years,4.0,484798.0
2866,Austria,2000,male,55-74 years,342.0,730447.0
2867,Austria,2000,male,75+ years,172.0,172839.0
2868,Austria,2001,female,15-24 years,18.0,470456.0
2869,Austria,2001,female,25-34 years,41.0,600540.0
2870,Austria,2001,female,35-54 years,126.0,1177652.0
2871,Austria,2001,female,5-14 years,1.0,460720.0
2872,Austria,2001,female,55-74 years,129.0,835836.0
2873,Austria,2001,female,75+ years,93.0,404458.0
2874,Austria,2001,male,15-24 years,101.0,488478.0
2875,Austria,2001,male,25-34 years,142.0,604064.0
2876,Austria,2001,male,35-54 years,377.0,1193029.0
2877,Austria,2001,male,5-14 years,1.0,484025.0
2878,Austria,2001,male,55-74 years,309.0,735296.0
2879,Austria,2001,male,75+ years,151.0,180006.0
2880,Austria,2002,female,15-24 years,17.0,475095.0
2881,Austria,2002,female,25-34 years,30.0,583877.0
2882,Austria,2002,female,35-54 years,129.0,1197653.0
2883,Austria,2002,female,5-14 years,2.0,460277.0
2884,Austria,2002,female,55-74 years,105.0,841432.0
2885,Austria,2002,female,75+ years,80.0,410636.0
2886,Austria,2002,male,15-24 years,99.0,494122.0
2887,Austria,2002,male,25-34 years,158.0,586771.0
2888,Austria,2002,male,35-54 years,422.0,1214866.0
2889,Austria,2002,male,5-14 years,2.0,483732.0
2890,Austria,2002,male,55-74 years,322.0,747406.0
2891,Austria,2002,male,75+ years,187.0,187295.0
2892,Austria,2003,female,15-24 years,29.0,482866.0
2893,Austria,2003,female,25-34 years,32.0,567665.0
2894,Austria,2003,female,35-54 years,141.0,1213566.0
2895,Austria,2003,female,5-14 years,0.0,457342.0
2896,Austria,2003,female,55-74 years,102.0,851030.0
2897,Austria,2003,female,75+ years,84.0,412619.0
2898,Austria,2003,male,15-24 years,91.0,501938.0
2899,Austria,2003,male,25-34 years,118.0,569434.0
2900,Austria,2003,male,35-54 years,371.0,1231545.0
2901,Austria,2003,male,5-14 years,3.0,480502.0
2902,Austria,2003,male,55-74 years,308.0,759680.0
2903,Austria,2003,male,75+ years,177.0,193846.0
2904,Austria,2004,female,15-24 years,22.0,491309.0
2905,Austria,2004,female,25-34 years,26.0,554568.0
2906,Austria,2004,female,35-54 years,107.0,1231774.0
2907,Austria,2004,female,5-14 years,0.0,453574.0
2908,Austria,2004,female,55-74 years,118.0,860913.0
2909,Austria,2004,female,75+ years,73.0,416777.0
2910,Austria,2004,male,15-24 years,110.0,509514.0
2911,Austria,2004,male,25-34 years,120.0,555892.0
2912,Austria,2004,male,35-54 years,347.0,1248808.0
2913,Austria,2004,male,5-14 years,2.0,476337.0
2914,Austria,2004,male,55-74 years,308.0,771847.0
2915,Austria,2004,male,75+ years,189.0,201792.0
2916,Austria,2005,female,15-24 years,18.0,497688.0
2917,Austria,2005,female,25-34 years,33.0,546238.0
2918,Austria,2005,female,35-54 years,121.0,1250028.0
2919,Austria,2005,female,5-14 years,1.0,448529.0
2920,Austria,2005,female,55-74 years,96.0,869065.0
2921,Austria,2005,female,75+ years,81.0,421281.0
2922,Austria,2005,male,15-24 years,83.0,515674.0
2923,Austria,2005,male,25-34 years,102.0,548943.0
2924,Austria,2005,male,35-54 years,364.0,1266464.0
2925,Austria,2005,male,5-14 years,3.0,471447.0
2926,Austria,2005,male,55-74 years,331.0,782050.0
2927,Austria,2005,male,75+ years,166.0,210054.0
2928,Austria,2006,female,15-24 years,16.0,499388.0
2929,Austria,2006,female,25-34 years,18.0,542011.0
2930,Austria,2006,female,35-54 years,91.0,1265873.0
2931,Austria,2006,female,5-14 years,0.0,441264.0
2932,Austria,2006,female,55-74 years,91.0,876832.0
2933,Austria,2006,female,75+ years,81.0,425747.0
2934,Austria,2006,male,15-24 years,77.0,517546.0
2935,Austria,2006,male,25-34 years,103.0,545467.0
2936,Austria,2006,male,35-54 years,382.0,1281251.0
2937,Austria,2006,male,5-14 years,1.0,464213.0
2938,Austria,2006,male,55-74 years,266.0,791509.0
2939,Austria,2006,male,75+ years,171.0,218168.0
2940,Austria,2007,female,15-24 years,15.0,499804.0
2941,Austria,2007,female,25-34 years,25.0,539763.0
2942,Austria,2007,female,35-54 years,88.0,1277479.0
2943,Austria,2007,female,5-14 years,0.0,433193.0
2944,Austria,2007,female,55-74 years,109.0,885212.0
2945,Austria,2007,female,75+ years,80.0,428921.0
2946,Austria,2007,male,15-24 years,93.0,517817.0
2947,Austria,2007,male,25-34 years,99.0,542760.0
2948,Austria,2007,male,35-54 years,331.0,1291260.0
2949,Austria,2007,male,5-14 years,2.0,455269.0
2950,Austria,2007,male,55-74 years,273.0,800509.0
2951,Austria,2007,male,75+ years,170.0,225285.0
2952,Austria,2008,female,15-24 years,18.0,500763.0
2953,Austria,2008,female,25-34 years,18.0,539635.0
2954,Austria,2008,female,35-54 years,112.0,1285210.0
2955,Austria,2008,female,5-14 years,2.0,425776.0
2956,Austria,2008,female,55-74 years,82.0,895882.0
2957,Austria,2008,female,75+ years,72.0,430534.0
2958,Austria,2008,male,15-24 years,59.0,519137.0
2959,Austria,2008,male,25-34 years,86.0,542606.0
2960,Austria,2008,male,35-54 years,340.0,1295943.0
2961,Austria,2008,male,5-14 years,2.0,447151.0
2962,Austria,2008,male,55-74 years,276.0,811538.0
2963,Austria,2008,male,75+ years,200.0,231083.0
2964,Austria,2009,female,15-24 years,11.0,501225.0
2965,Austria,2009,female,25-34 years,18.0,539304.0
2966,Austria,2009,female,35-54 years,101.0,1289816.0
2967,Austria,2009,female,5-14 years,5.0,418410.0
2968,Austria,2009,female,55-74 years,103.0,908213.0
2969,Austria,2009,female,75+ years,68.0,430726.0
2970,Austria,2009,male,15-24 years,72.0,519901.0
2971,Austria,2009,male,25-34 years,99.0,542799.0
2972,Austria,2009,male,35-54 years,332.0,1297322.0
2973,Austria,2009,male,5-14 years,3.0,439629.0
2974,Austria,2009,male,55-74 years,279.0,823727.0
2975,Austria,2009,male,75+ years,187.0,235822.0
2976,Austria,2010,female,15-24 years,14.0,499638.0
2977,Austria,2010,female,25-34 years,25.0,539299.0
2978,Austria,2010,female,35-54 years,102.0,1291400.0
2979,Austria,2010,female,5-14 years,1.0,412838.0
2980,Austria,2010,female,55-74 years,90.0,923411.0
2981,Austria,2010,female,75+ years,62.0,431151.0
2982,Austria,2010,male,15-24 years,91.0,518657.0
2983,Austria,2010,male,25-34 years,85.0,542986.0
2984,Austria,2010,male,35-54 years,325.0,1296607.0
2985,Austria,2010,male,5-14 years,2.0,433795.0
2986,Austria,2010,male,55-74 years,287.0,838208.0
2987,Austria,2010,male,75+ years,180.0,240431.0
2988,Austria,2011,female,15-24 years,23.0,498172.0
2989,Austria,2011,female,25-34 years,23.0,542031.0
2990,Austria,2011,female,35-54 years,95.0,1288452.0
2991,Austria,2011,female,5-14 years,1.0,407570.0
2992,Austria,2011,female,55-74 years,113.0,942311.0
2993,Austria,2011,female,75+ years,58.0,431128.0
2994,Austria,2011,male,15-24 years,67.0,518095.0
2995,Austria,2011,male,25-34 years,97.0,546027.0
2996,Austria,2011,male,35-54 years,336.0,1292255.0
2997,Austria,2011,male,5-14 years,3.0,428198.0
2998,Austria,2011,male,55-74 years,276.0,855700.0
2999,Austria,2011,male,75+ years,196.0,245207.0
3000,Austria,2012,female,15-24 years,6.0,497838.0
3001,Austria,2012,female,25-34 years,20.0,547787.0
3002,Austria,2012,female,35-54 years,87.0,1283769.0
3003,Austria,2012,female,5-14 years,1.0,402730.0
3004,Austria,2012,female,55-74 years,99.0,962372.0
3005,Austria,2012,female,75+ years,76.0,430436.0
3006,Austria,2012,male,15-24 years,66.0,519503.0
3007,Austria,2012,male,25-34 years,99.0,553047.0
3008,Austria,2012,male,35-54 years,332.0,1286522.0
3009,Austria,2012,male,5-14 years,3.0,422849.0
3010,Austria,2012,male,55-74 years,298.0,874391.0
3011,Austria,2012,male,75+ years,189.0,250032.0
3012,Austria,2013,female,15-24 years,20.0,496526.0
3013,Austria,2013,female,25-34 years,25.0,556475.0
3014,Austria,2013,female,35-54 years,94.0,1279480.0
3015,Austria,2013,female,5-14 years,3.0,400256.0
3016,Austria,2013,female,55-74 years,118.0,981829.0
3017,Austria,2013,female,75+ years,64.0,431074.0
3018,Austria,2013,male,15-24 years,54.0,518852.0
3019,Austria,2013,male,25-34 years,75.0,563630.0
3020,Austria,2013,male,35-54 years,317.0,1282009.0
3021,Austria,2013,male,5-14 years,1.0,420342.0
3022,Austria,2013,male,55-74 years,299.0,893602.0
3023,Austria,2013,male,75+ years,221.0,255540.0
3024,Austria,2014,female,15-24 years,17.0,493605.0
3025,Austria,2014,female,25-34 years,29.0,566622.0
3026,Austria,2014,female,35-54 years,93.0,1276047.0
3027,Austria,2014,female,5-14 years,0.0,399408.0
3028,Austria,2014,female,55-74 years,108.0,993973.0
3029,Austria,2014,female,75+ years,77.0,442472.0
3030,Austria,2014,male,15-24 years,79.0,516580.0
3031,Austria,2014,male,25-34 years,100.0,576126.0
3032,Austria,2014,male,35-54 years,321.0,1280204.0
3033,Austria,2014,male,5-14 years,2.0,419646.0
3034,Austria,2014,male,55-74 years,282.0,906857.0
3035,Austria,2014,male,75+ years,206.0,269625.0
3036,Austria,2015,female,15-24 years,19.0,490742.0
3037,Austria,2015,female,25-34 years,21.0,576661.0
3038,Austria,2015,female,35-54 years,79.0,1273034.0
3039,Austria,2015,female,5-14 years,1.0,400831.0
3040,Austria,2015,female,55-74 years,100.0,998854.0
3041,Austria,2015,female,75+ years,70.0,461676.0
3042,Austria,2015,male,15-24 years,61.0,519646.0
3043,Austria,2015,male,25-34 years,78.0,590968.0
3044,Austria,2015,male,35-54 years,313.0,1279822.0
3045,Austria,2015,male,5-14 years,1.0,421708.0
3046,Austria,2015,male,55-74 years,294.0,915115.0
3047,Austria,2015,male,75+ years,214.0,290329.0
3276,Azerbaijan,2000,female,15-24 years,4.0,738550.0
3277,Azerbaijan,2000,female,25-34 years,3.0,677500.0
3278,Azerbaijan,2000,female,35-54 years,3.0,1000200.0
3279,Azerbaijan,2000,female,5-14 years,1.0,878950.0
3280,Azerbaijan,2000,female,55-74 years,3.0,434150.0
3281,Azerbaijan,2000,female,75+ years,2.0,83300.0
3282,Azerbaijan,2000,male,15-24 years,11.0,736900.0
3283,Azerbaijan,2000,male,25-34 years,11.0,607350.0
3284,Azerbaijan,2000,male,35-54 years,14.0,931050.0
3285,Azerbaijan,2000,male,5-14 years,0.0,928050.0
3286,Azerbaijan,2000,male,55-74 years,9.0,361300.0
3287,Azerbaijan,2000,male,75+ years,1.0,37950.0
3288,Azerbaijan,2001,female,15-24 years,8.0,759350.0
3289,Azerbaijan,2001,female,25-34 years,23.0,669850.0
3290,Azerbaijan,2001,female,35-54 years,16.0,1052500.0
3291,Azerbaijan,2001,female,5-14 years,7.0,862100.0
3292,Azerbaijan,2001,female,55-74 years,21.0,431400.0
3293,Azerbaijan,2001,female,75+ years,6.0,85900.0
3294,Azerbaijan,2001,male,15-24 years,56.0,766400.0
3295,Azerbaijan,2001,male,25-34 years,40.0,603150.0
3296,Azerbaijan,2001,male,35-54 years,79.0,975300.0
3297,Azerbaijan,2001,male,5-14 years,24.0,913150.0
3298,Azerbaijan,2001,male,55-74 years,34.0,357250.0
3299,Azerbaijan,2001,male,75+ years,3.0,41650.0
3300,Azerbaijan,2002,female,15-24 years,1.0,781100.0
3301,Azerbaijan,2002,female,25-34 years,3.0,666300.0
3302,Azerbaijan,2002,female,35-54 years,8.0,1096350.0
3303,Azerbaijan,2002,female,5-14 years,0.0,836300.0
3304,Azerbaijan,2002,female,55-74 years,6.0,433050.0
3305,Azerbaijan,2002,female,75+ years,1.0,89000.0
3306,Azerbaijan,2002,male,15-24 years,9.0,795800.0
3307,Azerbaijan,2002,male,25-34 years,7.0,603300.0
3308,Azerbaijan,2002,male,35-54 years,32.0,1011850.0
3309,Azerbaijan,2002,male,5-14 years,4.0,889500.0
3310,Azerbaijan,2002,male,55-74 years,19.0,357550.0
3311,Azerbaijan,2002,male,75+ years,2.0,45600.0
3312,Azerbaijan,2003,female,15-24 years,9.0,802400.0
3313,Azerbaijan,2003,female,25-34 years,3.0,663050.0
3314,Azerbaijan,2003,female,35-54 years,12.0,1137200.0
3315,Azerbaijan,2003,female,5-14 years,1.0,800750.0
3316,Azerbaijan,2003,female,55-74 years,7.0,435950.0
3317,Azerbaijan,2003,female,75+ years,4.0,94450.0
3318,Azerbaijan,2003,male,15-24 years,17.0,823850.0
3319,Azerbaijan,2003,male,25-34 years,12.0,604700.0
3320,Azerbaijan,2003,male,35-54 years,40.0,1045100.0
3321,Azerbaijan,2003,male,5-14 years,7.0,856250.0
3322,Azerbaijan,2003,male,55-74 years,14.0,359800.0
3323,Azerbaijan,2003,male,75+ years,3.0,50900.0
3324,Azerbaijan,2004,female,15-24 years,4.0,823000.0
3325,Azerbaijan,2004,female,25-34 years,4.0,662000.0
3326,Azerbaijan,2004,female,35-54 years,11.0,1176300.0
3327,Azerbaijan,2004,female,5-14 years,1.0,762050.0
3328,Azerbaijan,2004,female,55-74 years,5.0,439850.0
3329,Azerbaijan,2004,female,75+ years,5.0,99600.0
3330,Azerbaijan,2004,male,15-24 years,10.0,851350.0
3331,Azerbaijan,2004,male,25-34 years,15.0,608900.0
3332,Azerbaijan,2004,male,35-54 years,40.0,1076600.0
3333,Azerbaijan,2004,male,5-14 years,6.0,819600.0
3334,Azerbaijan,2004,male,55-74 years,7.0,362100.0
3335,Azerbaijan,2004,male,75+ years,0.0,56900.0
3348,Azerbaijan,2007,female,15-24 years,5.0,872100.0
3349,Azerbaijan,2007,female,25-34 years,2.0,680650.0
3350,Azerbaijan,2007,female,35-54 years,5.0,1267550.0
3351,Azerbaijan,2007,female,5-14 years,0.0,644000.0
3352,Azerbaijan,2007,female,55-74 years,1.0,462700.0
3353,Azerbaijan,2007,female,75+ years,1.0,118150.0
3354,Azerbaijan,2007,male,15-24 years,3.0,913150.0
3355,Azerbaijan,2007,male,25-34 years,8.0,647850.0
3356,Azerbaijan,2007,male,35-54 years,15.0,1146950.0
3357,Azerbaijan,2007,male,5-14 years,4.0,711200.0
3358,Azerbaijan,2007,male,55-74 years,8.0,381400.0
3359,Azerbaijan,2007,male,75+ years,3.0,75400.0
3540,Bahamas,2000,female,15-24 years,1.0,25774.0
3541,Bahamas,2000,female,25-34 years,0.0,25314.0
3542,Bahamas,2000,female,35-54 years,0.0,39420.0
3543,Bahamas,2000,female,5-14 years,0.0,29453.0
3544,Bahamas,2000,female,55-74 years,1.0,15459.0
3545,Bahamas,2000,female,75+ years,0.0,3494.0
3546,Bahamas,2000,male,15-24 years,0.0,25606.0
3547,Bahamas,2000,male,25-34 years,4.0,24338.0
3548,Bahamas,2000,male,35-54 years,5.0,36060.0
3549,Bahamas,2000,male,5-14 years,0.0,29702.0
3550,Bahamas,2000,male,55-74 years,0.0,12981.0
3551,Bahamas,2000,male,75+ years,0.0,2137.0
3552,Bahamas,2001,female,15-24 years,0.0,26565.0
3553,Bahamas,2001,female,25-34 years,0.0,25447.0
3554,Bahamas,2001,female,35-54 years,0.0,40803.0
3555,Bahamas,2001,female,5-14 years,0.0,29545.0
3556,Bahamas,2001,female,55-74 years,0.0,16236.0
3557,Bahamas,2001,female,75+ years,0.0,3680.0
3558,Bahamas,2001,male,15-24 years,0.0,26361.0
3559,Bahamas,2001,male,25-34 years,0.0,24515.0
3560,Bahamas,2001,male,35-54 years,1.0,37335.0
3561,Bahamas,2001,male,5-14 years,0.0,29815.0
3562,Bahamas,2001,male,55-74 years,0.0,13606.0
3563,Bahamas,2001,male,75+ years,0.0,2232.0
3564,Bahamas,2002,female,15-24 years,0.0,27307.0
3565,Bahamas,2002,female,25-34 years,0.0,25644.0
3566,Bahamas,2002,female,35-54 years,0.0,42134.0
3567,Bahamas,2002,female,5-14 years,0.0,29453.0
3568,Bahamas,2002,female,55-74 years,0.0,17111.0
3569,Bahamas,2002,female,75+ years,0.0,3880.0
3570,Bahamas,2002,male,15-24 years,2.0,27106.0
3571,Bahamas,2002,male,25-34 years,0.0,24798.0
3572,Bahamas,2002,male,35-54 years,1.0,38667.0
3573,Bahamas,2002,male,5-14 years,0.0,29792.0
3574,Bahamas,2002,male,55-74 years,0.0,14336.0
3575,Bahamas,2002,male,75+ years,0.0,2327.0
3576,Bahamas,2003,female,15-24 years,0.0,27919.0
3577,Bahamas,2003,female,25-34 years,0.0,25941.0
3578,Bahamas,2003,female,35-54 years,0.0,43511.0
3579,Bahamas,2003,female,5-14 years,0.0,29130.0
3580,Bahamas,2003,female,55-74 years,0.0,18079.0
3581,Bahamas,2003,female,75+ years,0.0,4092.0
3582,Bahamas,2003,male,15-24 years,0.0,27766.0
3583,Bahamas,2003,male,25-34 years,0.0,25200.0
3584,Bahamas,2003,male,35-54 years,1.0,40113.0
3585,Bahamas,2003,male,5-14 years,0.0,29553.0
3586,Bahamas,2003,male,55-74 years,0.0,15166.0
3587,Bahamas,2003,male,75+ years,0.0,2418.0
3588,Bahamas,2004,female,15-24 years,0.0,28385.0
3589,Bahamas,2004,female,25-34 years,0.0,26367.0
3590,Bahamas,2004,female,35-54 years,0.0,44948.0
3591,Bahamas,2004,female,5-14 years,0.0,28634.0
3592,Bahamas,2004,female,55-74 years,0.0,19143.0
3593,Bahamas,2004,female,75+ years,0.0,4327.0
3594,Bahamas,2004,male,15-24 years,1.0,28309.0
3595,Bahamas,2004,male,25-34 years,0.0,25733.0
3596,Bahamas,2004,male,35-54 years,1.0,41662.0
3597,Bahamas,2004,male,5-14 years,0.0,29136.0
3598,Bahamas,2004,male,55-74 years,0.0,16082.0
3599,Bahamas,2004,male,75+ years,0.0,2511.0
3600,Bahamas,2005,female,15-24 years,0.0,28757.0
3601,Bahamas,2005,female,25-34 years,1.0,26917.0
3602,Bahamas,2005,female,35-54 years,0.0,46362.0
3603,Bahamas,2005,female,5-14 years,0.0,28118.0
3604,Bahamas,2005,female,55-74 years,0.0,20307.0
3605,Bahamas,2005,female,75+ years,0.0,4589.0
3606,Bahamas,2005,male,15-24 years,0.0,28762.0
3607,Bahamas,2005,male,25-34 years,1.0,26366.0
3608,Bahamas,2005,male,35-54 years,1.0,43193.0
3609,Bahamas,2005,male,5-14 years,1.0,28690.0
3610,Bahamas,2005,male,55-74 years,0.0,17085.0
3611,Bahamas,2005,male,75+ years,0.0,2617.0
3612,Bahamas,2006,female,15-24 years,0.0,29420.0
3613,Bahamas,2006,female,25-34 years,0.0,27172.0
3614,Bahamas,2006,female,35-54 years,0.0,47679.0
3615,Bahamas,2006,female,5-14 years,0.0,28256.0
3616,Bahamas,2006,female,55-74 years,0.0,21081.0
3617,Bahamas,2006,female,75+ years,0.0,4817.0
3618,Bahamas,2006,male,15-24 years,1.0,29472.0
3619,Bahamas,2006,male,25-34 years,0.0,26713.0
3620,Bahamas,2006,male,35-54 years,1.0,44490.0
3621,Bahamas,2006,male,5-14 years,0.0,28912.0
3622,Bahamas,2006,male,55-74 years,0.0,17743.0
3623,Bahamas,2006,male,75+ years,0.0,2744.0
3624,Bahamas,2007,female,15-24 years,0.0,30101.0
3625,Bahamas,2007,female,25-34 years,0.0,27419.0
3626,Bahamas,2007,female,35-54 years,1.0,48976.0
3627,Bahamas,2007,female,5-14 years,0.0,28225.0
3628,Bahamas,2007,female,55-74 years,0.0,21936.0
3629,Bahamas,2007,female,75+ years,0.0,5046.0
3630,Bahamas,2007,male,15-24 years,1.0,30182.0
3631,Bahamas,2007,male,25-34 years,1.0,27047.0
3632,Bahamas,2007,male,35-54 years,2.0,45790.0
3633,Bahamas,2007,male,5-14 years,0.0,28953.0
3634,Bahamas,2007,male,55-74 years,0.0,18460.0
3635,Bahamas,2007,male,75+ years,0.0,2854.0
3636,Bahamas,2008,female,15-24 years,0.0,30739.0
3637,Bahamas,2008,female,25-34 years,0.0,27705.0
3638,Bahamas,2008,female,35-54 years,0.0,50385.0
3639,Bahamas,2008,female,5-14 years,0.0,27972.0
3640,Bahamas,2008,female,55-74 years,0.0,22905.0
3641,Bahamas,2008,female,75+ years,0.0,5272.0
3642,Bahamas,2008,male,15-24 years,1.0,30842.0
3643,Bahamas,2008,male,25-34 years,1.0,27416.0
3644,Bahamas,2008,male,35-54 years,1.0,47227.0
3645,Bahamas,2008,male,5-14 years,1.0,28759.0
3646,Bahamas,2008,male,55-74 years,0.0,19279.0
3647,Bahamas,2008,male,75+ years,0.0,2946.0
3648,Bahamas,2009,female,15-24 years,0.0,31298.0
3649,Bahamas,2009,female,25-34 years,0.0,28059.0
3650,Bahamas,2009,female,35-54 years,1.0,51877.0
3651,Bahamas,2009,female,5-14 years,0.0,27474.0
3652,Bahamas,2009,female,55-74 years,0.0,23987.0
3653,Bahamas,2009,female,75+ years,0.0,5515.0
3654,Bahamas,2009,male,15-24 years,2.0,31432.0
3655,Bahamas,2009,male,25-34 years,1.0,27862.0
3656,Bahamas,2009,male,35-54 years,2.0,48784.0
3657,Bahamas,2009,male,5-14 years,0.0,28311.0
3658,Bahamas,2009,male,55-74 years,0.0,20196.0
3659,Bahamas,2009,male,75+ years,0.0,3018.0
3660,Bahamas,2010,female,15-24 years,2.0,31792.0
3661,Bahamas,2010,female,25-34 years,0.0,28521.0
3662,Bahamas,2010,female,35-54 years,1.0,53312.0
3663,Bahamas,2010,female,5-14 years,0.0,26732.0
3664,Bahamas,2010,female,55-74 years,1.0,25150.0
